,OriginalTweet,Sentiment,cleaned
1646,"@ANI It would be more better if the prices are fixed &amp; no single person shall do bulk buying or selling.
Rather it should be distributed through all govt Health Clinics, Shops, Hospitals &amp; Common Service centres, across India.
@PMOIndia 
@Mo",Positive,ani would better price fix amp singl person shall bulk buy sell rather distribut govt health clinic shop hospit amp common servic centr across india pmoindia mo
3152,My COVID-19 coping mechanism so far has been to fill up all my online shopping carts and then abandon them because what if my work closes and I donÂt have an income,Negative,covid cope mechan far ha fill onlin shop cart abandon becau work close incom
225,"So weÂre #washinghands more frequent, but are we #wiping down #keyboards? ?
Â
For those needing to create their own #psa:
https://t.co/BZSx1Awn7I 
#hand #hands #keyboard #corona #coronavirus #COVID19 #photooftheday #stockphotography #stockphoto #photosforsale #SanFrancisco https://t.co/p1uPPtnxFz",Positive,r washinghand frequent wipe keyboard need creat psa http co bzsx awn hand hand keyboard corona coronaviru covid photooftheday stockphotographi stockphoto photosfors sanfrancisco http co p upptnxfz
2237,"Well expected items were out of stock but I was surprised at the overall amount of food, booze, and underwear that were still available Â #Coronavirus #COVID19 #Walmart https://t.co/uOypRqiSvR",Positive,well expect item stock wa surpri over amount food booz underwear still avail coronaviru covid walmart http co uoyprqisvr
3342,Me after selling 2 hand sanitizers in double prices which i bought 2 months ago,Positive,sell hand sanit doubl price bought month ago
2989,"Retail giant Walmart is cutting store hours during the Covid-19 crisis  
#Walmart #HealthyLiving #NewYork #CoronavirusOutbreak #coronapocalypse #CoronaVirusUpdates

https://t.co/oPSQhnImGW",Extremely Negative,retail giant walmart cut store hour dure covid crisi walmart healthyliv newyork coronavirusoutbreak coronapocalyp coronavirusupd http co opsqhnimgw
1852,"Pity the millennial-hating reactionary who arrives at the supermarket for a bit of viral panic-buying, only to discover that all thatÂs left is wholewheat pasta and recycled bog roll. 

#Covid_19",Extremely Negative,piti millenni h reactionari arriv supermarket bit viral panic buy onli discov left wholewheat pasta recycl bog roll covid
2270,"Between my wife &amp; I, we went to two different stores today (my wife to our local grocery store while I went to BJÂs after work.). 

Neither store had any toilet paper &amp; BJÂs is limiting members how much they can buy. ?
#corona #CoronaVirus #ToiletPaper #COVID #COVID19 #covid_19 https://t.co/yRuGJfNVLk",Neutral,wife amp went two differ store today mi wife local groceri store went bj work neither store ani toilet paper amp bj limit member much buy corona coronaviru toiletpap covid covid covid http co yrugjfnvlk
1860,"First time in my lifetime that I have seen people panic shopping in the grocery store. Shelves bare. People running in circles. Buying 100 pounds of rice. Calm down folks!

#panicbuying #Covid_19",Negative,first time lifetim seen peopl panic shop groceri store shelv bare peopl run circl buy pound rice calm folk panicbuy covid
784,Remember not everyone can afford to stock pile months of food and toilet paper. Be sensitive to those who live pay-check to pay-check #Covid_19,Negative,rememb everyon afford stock pile month food toilet paper sensit live pay check pay check covid
1068,"Me: shit buckets, itÂs time to do the weekly shopping

Also me, with a weak af immune system: At this rate, the likelihood of contracting the virus from a supermarket is probably much higher. 
Cream crackers and jam for the rescue I guess. 

#Covid_19",Negative,shit bucket time weekli shop also weak af immun system thi rate likelihood contract viru supermarket probabl much higher cream cracker jam rescu guess covid
1308,"If you want to get money into the hands of people quickly &amp; efficiently, let them have the full money that they earned, APPROVE A PAYROLL TAX CUT until the end of the year, December 31. Then you are doing something that is really meaningful. Only that will make a big difference!",Positive,want get money hand peopl quickli amp effici let full money earn approv payrol tax cut end year decemb someth realli meaning onli make big differ
1038,"What's happening now will definitely re-shape consumer's shopping habits, preferences and expectations in the future. Personal Safety and Hygiene may even top Sustainability or at the very least - be of equal importance. You heard it here first. #coronavirus #chaos",Extremely Positive,happen definit shap consum shop habit prefer expect futur person safeti hygien may even top sustain veri least equal import heard first coronaviru chao
2543,Please see @tigerfitnesscom statement regarding our handling of COVID19 including measuring temperatures of everyone entering our building to the closing of our gym and retail store to the public. Statement found at https://t.co/Hl3jphDefm.,Positive,plea see tigerfitnesscom statement regard handl covid includ measur temperatur everyon enter build close gym retail store public statement found http co hl jphdefm
955,"it's really weird to go to the supermarket, have to wait in line to get in and then you see people wearing masks and gloves ??

it looks like the beginning of the apocalypse #Covid_19 https://t.co/r8IGT57dAN",Positive,realli weird go supermarket wait line get see peopl wear mask glove look like begin apocalyp covid http co r igt dan
1768,"So We went to a grocery store masked and gloves on. People are starting to clear basic items like pasta, Milk etc... It was crowded enough and workers are exposed exposing everything and everyone. @JayInslee #COVID19seattle #COVID2019 #CoronavirusPandemic",Positive,went groceri store mask glove peopl start clear basic item like pasta milk etc wa crowd enough worker expo expo everyth everyon jayinsl covid seattl covid coronaviruspandem
992,"and such attacks can seriously damage economy as well asÂ consumer confidence.Â The later destructive activity is calledÂ agrobioterrorismÂ and is subtype ofÂ agro-terrorism.
#Covid_19 
#COVID19 
? #???_?????_???

#CoronaFromUSA 
#?????_??_?????? https://t.co/bwnuBeXx7h",Extremely Negative,attack seriou damag economi well consum confid later destruct activ call agrobioterror subtyp agro terror covid covid coronafromusa http co bwnubexx h
2276,"If Covid-19 doesnÂt kill me (which it probably wonÂt), working a retail job during the panic will. I work at a major liquor store and weÂre so busy itÂs like the holiday season again.",Neutral,covid kill probabl work retail job dure panic work major liquor store r busi like holiday season
753,"""If it weren't for the media, we'd just think this was a bad flu season.  This is all their fault"" - 65 year old woman in front of me in line at the supermarket.  #TheGreatAwakening #Q #Qanon #Maga #CoronaFlu #covid19 @realDonaldTrump #covid_19 #Disneyland #MarchMadness https://t.co/9HAuzZSrQR",Extremely Negative,media think thi wa bad flu season thi fault year old woman front line supermarket thegreatawaken q qanon maga coronaflu covid realdonaldtrump covid disneyland marchmad http co hauzzsrqr
970,"Is it just me, or has anyone else noticed that petrol and diesel prices have dropped since the Coronavirus outbreak? Or am I missing another reason? #Covid_19",Negative,ha anyon el notic petrol diesel price drop sinc coronaviru outbreak miss anoth reason covid
2741,"With flight prices so low, is it cheaper and faster to fly to another country that is more responsible about testing, even if you only make it to an airport and turn back around? With proper precautions, of course ?#Covid_19 #covid19 #coronavirus #trumpisafuckingidiot #maga",Neutral,flight price low cheaper faster fli anoth countri respon test even onli make airport turn back around proper precaut cour covid covid coronaviru trumpisafuckingidiot maga
904,The Corona Convo In the Supermarket ??? She called the police ? #CoronaVirusUpdate #Covid_19 #CoronavirusPandemic #Jamaica https://t.co/TcTs9RivwZ,Neutral,corona convo supermarket call polic coronavirusupd covid coronaviruspandem jamaica http co tct rivwz
2226,"IÂm about screwed atm with #Covid_19 as NorwayÂs on something of a lockdown on flying. Supposed to be going back to the UK next week to grandads to live and work. 
CanÂt work it all out.  Flight prices have bombed though, so IÂm thinking just do it ? from  #Viking stock us lot !",Negative,screw atm covid norway someth lockdown fli suppo go back uk next week grandad live work work flight price bomb though think vike stock us lot
3774,The financial &amp; economic impact of COVID-19 closures and cancellations will effect every consumer and taxpayer in every state. #coronavirus,Neutral,financ amp econom impact covid closur cancel effect everi consum taxpay everi state coronaviru
2901,Grocery store workers don t get to We are at work every day being exposed to thousands of panic shoppers for our entire shift It s an incredibly stressful difficult situation for us Please be kind and appreciative when you shop,Negative,groceri store worker get work everi day expo thousand panic shopper entir shift incr stress difficult situat us plea kind appreci shop
